,word,frequency,rank,ln_frequency,ln_rank
1450,长得,5,888,1.6094379124341003,6.78897174299217
2454,每当,5,889,1.6094379124341003,6.790097235513905
2845,距离,5,890,1.6094379124341003,6.7912214627261855
2677,起飞,5,891,1.6094379124341003,6.792344427470809
1016,几天,5,892,1.6094379124341003,6.79346613258001
1019,回避,5,893,1.6094379124341003,6.794586580876499
2664,教,5,894,1.6094379124341003,6.795705775173514
2707,苦难,5,895,1.6094379124341003,6.796823718274855
2660,带走,5,896,1.6094379124341003,6.79794041297493
1025,情绪,5,897,1.6094379124341003,6.799055862058796
2750,我家,5,898,1.6094379124341003,6.8001700683022
1036,以后,5,899,1.6094379124341003,6.80128303447162
2601,快乐,5,900,1.6094379124341003,6.802394763324311
2596,下个,5,901,1.6094379124341003,6.803505257608338
2582,这次,5,902,1.6094379124341003,6.804614520062624
2574,旁边,5,903,1.6094379124341003,6.805722553416985
2545,借口,5,904,1.6094379124341003,6.806829360392176
4655,项链,5,905,1.6094379124341003,6.807934943699926
2950,脸上,5,906,1.6094379124341003,6.80903930604298
2536,学校,5,907,1.6094379124341003,6.810142450115136
2872,不在意,5,908,1.6094379124341003,6.811244378601294
2874,疲惫,5,909,1.6094379124341003,6.812345094177479
2519,喂,5,910,1.6094379124341003,6.813444599510896
2339,炸,5,911,1.6094379124341003,6.814542897259958
1098,仔细,5,912,1.6094379124341003,6.815639990074331
1102,号,5,913,1.6094379124341003,6.816735880594968
2921,网络,5,914,1.6094379124341003,6.81783057145415
2486,路口,5,915,1.6094379124341003,6.818924065275521
4596,曲,5,916,1.6094379124341003,6.82001636467413
4595,曲放,5,917,1.6094379124341003,6.821107472256465
2470,翻,5,918,1.6094379124341003,6.822197390620491
2467,倒下,5,919,1.6094379124341003,6.823286122355687
2945,打扮,5,920,1.6094379124341003,6.824373670043086
2342,真心,5,921,1.6094379124341003,6.825460036255307
2150,掌握,5,922,1.6094379124341003,6.826545223556594
1174,红花,5,923,1.6094379124341003,6.827629234502852
1364,飞到,5,924,1.6094379124341003,6.828712071641684
1748,心脏,5,925,1.6094379124341003,6.829793737512425
1387,人能,5,926,1.6094379124341003,6.8308742346461795
3780,将来,5,927,1.6094379124341003,6.831953565565855
3768,安静,5,928,1.6094379124341003,6.833031732786201
3757,刘洲,5,929,1.6094379124341003,6.834108738813838
1804,有太多,5,930,1.6094379124341003,6.835184586147301
3708,承受,5,931,1.6094379124341003,6.836259277277067
1840,戏,5,932,1.6094379124341003,6.837332814685591
3647,昨天,5,933,1.6094379124341003,6.838405200847344
1733,没法,5,934,1.6094379124341003,6.839476438228843
3646,归宿,5,935,1.6094379124341003,6.840546529288687
1357,必要,5,936,1.6094379124341003,6.841615476477592
1877,车,5,937,1.6094379124341003,6.842683282238422
1346,技巧,5,938,1.6094379124341003,6.843749949006225
4301,不论,5,939,1.6094379124341003,6.844815479208263
4307,沼泽,5,940,1.6094379124341003,6.84587987526405
3605,累,5,941,1.6094379124341003,6.846943139585379
3578,辗转反侧,5,942,1.6094379124341003,6.848005274576363
3830,手上,5,943,1.6094379124341003,6.849066282633458
3855,关掉,5,944,1.6094379124341003,6.8501261661455
3540,苦,5,945,1.6094379124341003,6.851184927493743
4208,疯,5,946,1.6094379124341003,6.852242569051878
1443,解放碑,5,947,1.6094379124341003,6.853299093186078
4177,成长,5,948,1.6094379124341003,6.854354502255021
4155,全是,5,949,1.6094379124341003,6.855408798609928
1495,样子,5,950,1.6094379124341003,6.856461984594587
4127,聚光灯,5,951,1.6094379124341003,6.85751406254539
4122,华丽,5,952,1.6094379124341003,6.858565034791365
1525,拼,5,953,1.6094379124341003,6.859614903654202
1545,打败,5,954,1.6094379124341003,6.860663671448287
1546,登上,5,955,1.6094379124341003,6.86171134048073
3888,对得起,5,956,1.6094379124341003,6.862757913051401
4052,心中,5,957,1.6094379124341003,6.863803391452954
4050,放下,5,958,1.6094379124341003,6.86484777797086
4220,中二病,5,959,1.6094379124341003,6.8658910748834385
6575,揭开,5,960,1.6094379124341003,6.866933284461882
1610,家里,5,961,1.6094379124341003,6.8679744089702925
3954,前辈,5,962,1.6094379124341003,6.8690144506657065
3951,街头,5,963,1.6094379124341003,6.870053411798126
3917,家嘻哈是,5,964,1.6094379124341003,6.871091294610546
7655,义气,5,965,1.6094379124341003,6.872128101338986
1941,天堂,5,966,1.6094379124341003,6.873163834212518
3086,毒药,5,967,1.6094379124341003,6.874198495453294
3236,挣钱,5,968,1.6094379124341003,6.875232087276577
3285,中华,5,969,1.6094379124341003,6.876264611890766
3281,大哥,5,970,1.6094379124341003,6.877296071497429
3275,逐渐,5,971,1.6094379124341003,6.878326468291325
1237,成绩,5,972,1.6094379124341003,6.879355804460439
2189,做好,5,973,1.6094379124341003,6.880384082186005
1231,锋利,5,974,1.6094379124341003,6.881411303642535
3260,担心,5,975,1.6094379124341003,6.882437470997847
3254,明明,5,976,1.6094379124341003,6.883462586413092
1213,拿下,5,977,1.6094379124341003,6.884486652042782
3290,地盘,5,978,1.6094379124341003,6.885509670034818
2232,最大,5,979,1.6094379124341003,6.88653164253051
2239,破,5,980,1.6094379124341003,6.887552571664617
3222,一边,5,981,1.6094379124341003,6.8885724595653635
2260,紧张,5,982,1.6094379124341003,6.889591308354466
1193,垃圾,5,983,1.6094379124341003,6.890609120147166
3184,搬,5,984,1.6094379124341003,6.891625897052253
3159,眼,5,985,1.6094379124341003,6.892641641172089
3108,了解,5,986,1.6094379124341003,6.893656354602635
3287,西,5,987,1.6094379124341003,6.894670039433482
1248,赶紧,5,988,1.6094379124341003,6.895682697747868
1980,总会,5,989,1.6094379124341003,6.8966943316227125
1286,随时,5,990,1.6094379124341003,6.897704943128636
3478,坦荡,5,991,1.6094379124341003,6.898714534329988
3469,白云,5,992,1.6094379124341003,6.899723107284872
2012,行走,5,993,1.6094379124341003,6.900730664045173
1306,精心,5,994,1.6094379124341003,6.901737206656574
3412,完全,5,995,1.6094379124341003,6.902742737158593
3385,父母,5,996,1.6094379124341003,6.903747257584598
3381,秒,5,997,1.6094379124341003,6.904750769961838
2091,其他,5,998,1.6094379124341003,6.905753276311464
2101,拍拍,5,999,1.6094379124341003,6.906754778648554
1251,刚,5,1000,1.6094379124341003,6.907755278982137
2102,小米,5,1001,1.6094379124341003,6.90875477931522
4359,干掉,5,1002,1.6094379124341003,6.90975328164481
2118,重复,5,1003,1.6094379124341003,6.910750787961936
2149,忽略,5,1004,1.6094379124341003,6.911747300251674
4393,电影,5,1005,1.6094379124341003,6.912742820493176
1255,没人能,5,1006,1.6094379124341003,6.913737350659685
1452,脑壳,5,1007,1.6094379124341003,6.914730892718563
3311,到处,5,1008,1.6094379124341003,6.915723448631314
1904,沙漠,5,1009,1.6094379124341003,6.9167150203536085
4300,喘气,5,1010,1.6094379124341003,6.917705609835305
593,也许,5,1011,1.6094379124341003,6.918695219020472
5357,大笑,5,1012,1.6094379124341003,6.919683849847411
920,匹配,5,1013,1.6094379124341003,6.920671504248683
195,播放,5,1014,1.6094379124341003,6.921658184151129
697,包袱,5,1015,1.6094379124341003,6.922643891475888
5485,那时,5,1016,1.6094379124341003,6.923628628138427
851,赢,5,1017,1.6094379124341003,6.92461239604856
4813,滴答,5,1018,1.6094379124341003,6.925595197110468
5982,见缝插针,5,1019,1.6094379124341003,6.926577033222725
5131,胜利,5,1020,1.6094379124341003,6.927557906278317
5981,艰深,5,1021,1.6094379124341003,6.928537818164665
5612,我能,5,1022,1.6094379124341003,6.92951677076365
798,岁,5,1023,1.6094379124341003,6.930494765951626
741,以前,5,1024,1.6094379124341003,6.931471805599453
966,背,5,1025,1.6094379124341003,6.932447891572509
5517,战胜,5,1026,1.6094379124341003,6.933423025730715
5120,灵感,5,1027,1.6094379124341003,6.934397209928558
589,梦里,5,1028,1.6094379124341003,6.93537044601511
703,生意,5,1029,1.6094379124341003,6.9363427358340495
808,自由,5,1030,1.6094379124341003,6.937314081223682
809,表达,5,1031,1.6094379124341003,6.93828448401696
978,派对,5,1032,1.6094379124341003,6.939253946041508
532,击败,5,1033,1.6094379124341003,6.940222469119639
5154,收敛,5,1034,1.6094379124341003,6.9411900550683745
565,歌手,5,1035,1.6094379124341003,6.942156705699469
5362,孙,5,1036,1.6094379124341003,6.943122422819428
437,究竟,5,1037,1.6094379124341003,6.9440872082295275
5923,葡萄,5,1038,1.6094379124341003,6.945051063725834
354,有着,5,1039,1.6094379124341003,6.946013991099227
743,话筒,5,1040,1.6094379124341003,6.946975992135418
124,千万别,5,1041,1.6094379124341003,6.947937068614969
4742,关,5,1042,1.6094379124341003,6.948897222313312
714,光,5,1043,1.6094379124341003,6.949856455000773
563,抬头,5,1044,1.6094379124341003,6.950814768442584
927,没得,5,1045,1.6094379124341003,6.951772164398911
687,全民,5,1046,1.6094379124341003,6.952728644624869
575,全部都是,5,1047,1.6094379124341003,6.953684210870537
560,感动,5,1048,1.6094379124341003,6.954638864880987
4938,听说,5,1049,1.6094379124341003,6.955592608396297
82,节拍,5,1050,1.6094379124341003,6.956545443151569
937,放在,5,1051,1.6094379124341003,6.957497370876951
639,耳朵,5,1052,1.6094379124341003,6.9584483932976555
883,腿,5,1053,1.6094379124341003,6.959398512133975
529,过人,5,1054,1.6094379124341003,6.960347729101308
13,经过,5,1055,1.6094379124341003,6.961296045910167
1003,信任,5,1056,1.6094379124341003,6.962243464266207
645,躲,5,1057,1.6094379124341003,6.963189985870238
5881,晃,5,1058,1.6094379124341003,6.964135612418245
739,赚大钱,5,1059,1.6094379124341003,6.9650803456014065
934,专辑,5,1060,1.6094379124341003,6.966024187106113
647,名字,5,1061,1.6094379124341003,6.966967138613983
962,闯,5,1062,1.6094379124341003,6.967909201801884
627,碰,5,1063,1.6094379124341003,6.968850378341948
155,噼里啪啦,5,1064,1.6094379124341003,6.96979066990159
159,糖,5,1065,1.6094379124341003,6.970730078143525
992,接着,5,1066,1.6094379124341003,6.97166860472579
896,做人,5,1067,1.6094379124341003,6.9726062513017535
425,靠近,5,1068,1.6094379124341003,6.97354301952014
795,快点,5,1069,1.6094379124341003,6.974478911025045
480,大奔,5,1070,1.6094379124341003,6.975413927455952
5698,滴,5,1071,1.6094379124341003,6.976348070447749
245,寻找,5,1072,1.6094379124341003,6.977281341630747
5922,远,5,1073,1.6094379124341003,6.9782137426306985
5198,一首歌,5,1074,1.6094379124341003,6.97914527506881
862,惹,5,1075,1.6094379124341003,6.980075940561763
548,当做,5,1076,1.6094379124341003,6.98100574072173
158,跳跳,5,1077,1.6094379124341003,6.981934677156389
888,虚伪,5,1078,1.6094379124341003,6.982862751468942
7938,好生,4,1079,1.3862943611198906,6.983789965258135
823,向往,4,1080,1.3862943611198906,6.984716320118266
7937,漫长,4,1081,1.3862943611198906,6.985641817639208
2307,不理,4,1082,1.3862943611198906,6.9865664594064265
7934,天干,4,1083,1.3862943611198906,6.9874902470009905
3636,谢,4,1084,1.3862943611198906,6.988413181999592
2509,想起,4,1085,1.3862943611198906,6.98933526597456
1408,便宜,4,1086,1.3862943611198906,6.990256500493881
1407,占,4,1087,1.3862943611198906,6.99117688712121
552,非常,4,1088,1.3862943611198906,6.992096427415888
5134,瞎,4,1089,1.3862943611198906,6.9930151229329605
1836,过于,4,1090,1.3862943611198906,6.993932975223189
1839,键盘,4,1091,1.3862943611198906,6.994849985833071
5138,回归,4,1092,1.3862943611198906,6.9957661563048505
3666,不让,4,1093,1.3862943611198906,6.996681488176539
3119,劫富济贫,4,1094,1.3862943611198906,6.9975959829819265
1367,透,4,1095,1.3862943611198906,6.9985096422506015
3632,只想,4,1096,1.3862943611198906,6.999422467507961
7935,物燥,4,1097,1.3862943611198906,7.00033446027523
807,画,4,1098,1.3862943611198906,7.001245622069476
7936,火烛,4,1099,1.3862943611198906,7.002155954403621
1377,找个,4,1100,1.3862943611198906,7.003065458786462
125,终于,4,1101,1.3862943611198906,7.00397413672268
540,对话,4,1102,1.3862943611198906,7.004881989712859
5996,反复,4,1103,1.3862943611198906,7.005789019253503
1356,发誓,4,1104,1.3862943611198906,7.00669522683704
2684,微笑,4,1105,1.3862943611198906,7.007600613951853
7939,走路,4,1106,1.3862943611198906,7.00850518208228
1310,演出,4,1107,1.3862943611198906,7.009408932708637
1308,浮夸,4,1108,1.3862943611198906,7.010311867307229
4860,高度,4,1109,1.3862943611198906,7.011213987350367
1302,全新,4,1110,1.3862943611198906,7.01211529430638
1298,座,4,1111,1.3862943611198906,7.01301578963963
1912,电视,4,1112,1.3862943611198906,7.013915474810528
293,祷告,4,1113,1.3862943611198906,7.014814351275545
3569,雨,4,1114,1.3862943611198906,7.01571242048723
2280,伤心,4,1115,1.3862943611198906,7.016609683894219
2279,提醒,4,1116,1.3862943611198906,7.017506142941256
3548,持续,4,1117,1.3862943611198906,7.018401799069201
2270,飞过,4,1118,1.3862943611198906,7.0192966537150445
3544,嚣张,4,1119,1.3862943611198906,7.020190708311925
7656,跑车,4,1120,1.3862943611198906,7.02108396428914
2265,阳光,4,1121,1.3862943611198906,7.02197642307216
2552,年代,4,1122,1.3862943611198906,7.022868086082641
5189,软,4,1123,1.3862943611198906,7.023758954738443
5190,嘴唇,4,1124,1.3862943611198906,7.024649030453636
2555,眼里,4,1125,1.3862943611198906,7.025538314638521
1948,容易,4,1126,1.3862943611198906,7.026426808699636
485,叛逆,4,1127,1.3862943611198906,7.027314514039777
2839,漂移,4,1128,1.3862943611198906,7.028201432058005
2838,转弯,4,1129,1.3862943611198906,7.029087564149662
4385,仿佛,4,1130,1.3862943611198906,7.029972911706386
4325,歧视,4,1131,1.3862943611198906,7.030857476116121
1903,属于,4,1132,1.3862943611198906,7.0317412587631285
5451,感触,4,1133,1.3862943611198906,7.0326242610280065
2846,惊讶,4,1134,1.3862943611198906,7.033506484287697
3128,万物,4,1135,1.3862943611198906,7.034387929915503
4294,无聊,4,1136,1.3862943611198906,7.035268599281097
2870,卖力,4,1137,1.3862943611198906,7.036148493750536
1871,有没有,4,1138,1.3862943611198906,7.037027614686276
528,依赖,4,1139,1.3862943611198906,7.037905963447182
2682,丢,4,1140,1.3862943611198906,7.038783541388542
1829,理想,4,1141,1.3862943611198906,7.039660349862076
4302,浇熄,4,1142,1.3862943611198906,7.040536390215956
2528,新专辑,4,1143,1.3862943611198906,7.04141166379481
119,遗憾,4,1144,1.3862943611198906,7.042286171939743
1875,计划,4,1145,1.3862943611198906,7.0431599159883405
1876,开好,4,1146,1.3862943611198906,7.044032897274685
1878,吼,4,1147,1.3862943611198906,7.044905117129371
841,捷径,4,1148,1.3862943611198906,7.045776576879511
4873,不仅,4,1149,1.3862943611198906,7.046647277848756
5805,假装,4,1150,1.3862943611198906,7.047517221357296
518,可怕,4,1151,1.3862943611198906,7.048386408721883
847,外表,4,1152,1.3862943611198906,7.049254841255837
2296,痛,4,1153,1.3862943611198906,7.050122520269059
286,升起,4,1154,1.3862943611198906,7.050989447068045
5462,日夜,4,1155,1.3862943611198906,7.051855622955894
5463,外婆,4,1156,1.3862943611198906,7.052721049232323
5350,崛起,4,1157,1.3862943611198906,7.053585727193677
3115,水泊梁山,4,1158,1.3862943611198906,7.05444965813294
7189,林丹,4,1159,1.3862943611198906,7.055312843339752
4225,像晓,4,1160,1.3862943611198906,7.05617528410041
2366,彼此,4,1161,1.3862943611198906,7.057036981697891
5617,海里,4,1162,1.3862943611198906,7.057897937411856
607,遍地,4,1163,1.3862943611198906,7.0587581525186645
5029,回答,4,1164,1.3862943611198906,7.059617628291383
696,麻烦,4,1165,1.3862943611198906,7.060476365999801
4063,摆,4,1166,1.3862943611198906,7.061334366910438
3850,罪犯,4,1167,1.3862943611198906,7.062191632286556
3050,相互,4,1168,1.3862943611198906,7.0630481633881725
3844,请原谅,4,1169,1.3862943611198906,7.063903961472068
3843,国度,4,1170,1.3862943611198906,7.064759027791802
698,背着,4,1171,1.3862943611198906,7.065613363597717
1542,年度,4,1172,1.3862943611198906,7.066466970136958
3861,太高,4,1173,1.3862943611198906,7.067319848653476
2961,女生,4,1174,1.3862943611198906,7.068172000388042
3833,拉,4,1175,1.3862943611198906,7.069023426578259
1535,望,4,1176,1.3862943611198906,7.069874128458572
5101,呛,4,1177,1.3862943611198906,7.0707241072602764
4099,疯狂,4,1178,1.3862943611198906,7.071573364211532
706,别太,4,1179,1.3862943611198906,7.072421900537371
5380,辜负,4,1180,1.3862943611198906,7.07326971745971
1527,力度,4,1181,1.3862943611198906,7.074116816197362
1744,灌,4,1182,1.3862943611198906,7.074963197966044
1746,无奈,4,1183,1.3862943611198906,7.075808863978387
4060,菜,4,1184,1.3862943611198906,7.076653815443951
217,痕迹,4,1185,1.3862943611198906,7.077498053569231
789,今年,4,1186,1.3862943611198906,7.078341579557671
4014,平凡,4,1187,1.3862943611198906,7.079184394609668
3965,明早,4,1188,1.3862943611198906,7.080026499922591
649,刻,4,1189,1.3862943611198906,7.080867896690782
654,坐,4,1190,1.3862943611198906,7.081708586105575
3978,一只,4,1191,1.3862943611198906,7.0825485693553
3956,禁锢,4,1192,1.3862943611198906,7.083387847625295
634,终,4,1193,1.3862943611198906,7.084226422097916
3949,比起,4,1194,1.3862943611198906,7.085064293952548
3938,加入,4,1195,1.3862943611198906,7.085901464365611
7452,路子,4,1196,1.3862943611198906,7.086737934510577
4012,一般,4,1197,1.3862943611198906,7.087573705557973
3286,渝,4,1198,1.3862943611198906,7.088408778675395
3866,杀,4,1199,1.3862943611198906,7.089243155027514
1587,加点,4,1200,1.3862943611198906,7.090076835776092
2382,脱下,4,1201,1.3862943611198906,7.0909098220799835
2988,老爸,4,1202,1.3862943611198906,7.091742115095153
3040,碾压,4,1203,1.3862943611198906,7.0925737159746784
611,建议,4,1204,1.3862943611198906,7.093404625868766
1696,篮筐,4,1205,1.3862943611198906,7.094234845924755
1698,底线,4,1206,1.3862943611198906,7.095064377287131
7441,讲道理,4,1207,1.3862943611198906,7.095893221097532
2982,炫,4,1208,1.3862943611198906,7.0967213784947605
3882,飞机,4,1209,1.3862943611198906,7.097548850614793
5839,麦克,4,1210,1.3862943611198906,7.098375638590786
6683,流,4,1211,1.3862943611198906,7.099201743553092
4113,不留,4,1212,1.3862943611198906,7.10002716662926
1959,形状,4,1213,1.3862943611198906,7.10085190894405
3103,休息,4,1214,1.3862943611198906,7.101675971619444
4178,傻子,4,1215,1.3862943611198906,7.102499355774649
2934,时尚,4,1216,1.3862943611198906,7.103322062526113
2933,星星,4,1217,1.3862943611198906,7.104144092987527
179,我念,4,1218,1.3862943611198906,7.1049654482698426
5358,流言蜚语,4,1219,1.3862943611198906,7.105786129481271
2929,怎么办,4,1220,1.3862943611198906,7.106606137727303
2485,用力,4,1221,1.3862943611198906,7.107425474110705
6753,傻,4,1222,1.3862943611198906,7.108244139731541
177,心尽,4,1223,1.3862943611198906,7.109062135687172
2488,前面,4,1224,1.3862943611198906,7.1098794630722715
2451,通过,4,1225,1.3862943611198906,7.110696122978827
1817,重新,4,1226,1.3862943611198906,7.111512116496157
175,音效,4,1227,1.3862943611198906,7.112327444710911
4949,下午,4,1228,1.3862943611198906,7.113142108707088
775,一句,4,1229,1.3862943611198906,7.113956109566034
3705,陷入,4,1230,1.3862943611198906,7.114769448366463
1426,第一次,4,1231,1.3862943611198906,7.115582126184454
2914,女王,4,1232,1.3862943611198906,7.116394144093465
4221,铠甲,4,1233,1.3862943611198906,7.117205503164344
4222,金闪闪,4,1234,1.3862943611198906,7.1180162044653335
4223,管家,4,1235,1.3862943611198906,7.118826249062078
2938,当中,4,1236,1.3862943611198906,7.119635638017636
3729,坚强,4,1237,1.3862943611198906,7.1204443723924875
3734,信,4,1238,1.3862943611198906,7.121252453244542
5359,卞,4,1239,1.3862943611198906,7.122059881629142
5000,美梦,4,1240,1.3862943611198906,7.122866658599083
1493,小孩,4,1241,1.3862943611198906,7.123672785204607
5928,赞助,4,1242,1.3862943611198906,7.124478262493424
4137,一枝独秀,4,1243,1.3862943611198906,7.1252830915107115
194,耳机,4,1244,1.3862943611198906,7.126087273299125
3084,荣耀,4,1245,1.3862943611198906,7.126890808898808
1486,闻到,4,1246,1.3862943611198906,7.1276936993473985
582,祈祷,4,1247,1.3862943611198906,7.1284959456800365
4147,完蛋,4,1248,1.3862943611198906,7.129297548929373
4149,见识,4,1249,1.3862943611198906,7.130098510125578
576,换来,4,1250,1.3862943611198906,7.1308988302963465
3761,从小,4,1251,1.3862943611198906,7.1316985104669115
738,开豪车,4,1252,1.3862943611198906,7.132497551660044
2944,敷衍,4,1253,1.3862943611198906,7.133295954896068
3752,母亲,4,1254,1.3862943611198906,7.134093721192866
1468,争夺,4,1255,1.3862943611198906,7.134890851565884
190,从没,4,1256,1.3862943611198906,7.135687347028144
5827,久,4,1257,1.3862943611198906,7.136483208590247
1463,抽,4,1258,1.3862943611198906,7.1372784372603855
184,即将,4,1259,1.3862943611198906,7.138073034044347
2473,挑战,4,1260,1.3862943611198906,7.138866999945524
1958,活出,4,1261,1.3862943611198906,7.13966033596492
1324,开辟,4,1262,1.3862943611198906,7.140453043101158
3326,滚,4,1263,1.3862943611198906,7.141245122350491
22,认输,4,1264,1.3862943611198906,7.142036574706803
2040,旅途,4,1265,1.3862943611198906,7.142827401161621
3425,人群,4,1266,1.3862943611198906,7.143617602704121
2658,气氛,4,1267,1.3862943611198906,7.144407180321139
2132,带劲,4,1268,1.3862943611198906,7.145196134997171
4522,思维,4,1269,1.3862943611198906,7.1459844677143876
6258,累积,4,1270,1.3862943611198906,7.146772179452637
6098,假,4,1271,1.3862943611198906,7.147559271189454
6256,满意,4,1272,1.3862943611198906,7.148345743900068
443,无论,4,1273,1.3862943611198906,7.149131598557407
2605,懂得,4,1274,1.3862943611198906,7.149916836132109
1158,早点,4,1275,1.3862943611198906,7.150701457592526
2218,是不是,4,1276,1.3862943611198906,7.151485463904735
1065,呼吸,4,1277,1.3862943611198906,7.152268856032539
2125,无敌,4,1278,1.3862943611198906,7.15305163493748
45,信仰,4,1279,1.3862943611198906,7.153833801578843
1055,只不过,4,1280,1.3862943611198906,7.154615356913663
2036,喜悦,4,1281,1.3862943611198906,7.155396301896734
2188,主角,4,1282,1.3862943611198906,7.156176637480615
3235,跪,4,1283,1.3862943611198906,7.1569563646156364
6305,八十一,4,1284,1.3862943611198906,7.157735484249907
3300,风水,4,1285,1.3862943611198906,7.158513997329321
3466,抬手,4,1286,1.3862943611198906,7.1592919047975645
3301,修座,4,1287,1.3862943611198906,7.160069207596127
5297,分,4,1288,1.3862943611198906,7.160845906664299
383,般的,4,1289,1.3862943611198906,7.161622002939187
4678,极端,4,1290,1.3862943611198906,7.162397497355718
2588,公里,4,1291,1.3862943611198906,7.1631723908466425
5550,嗯,4,1292,1.3862943611198906,7.163946684342547
5221,推荐,4,1293,1.3862943611198906,7.164720378771857
2025,既然,4,1294,1.3862943611198906,7.165493475060845
2230,文字,4,1295,1.3862943611198906,7.166265974133638
5676,春夏秋冬,4,1296,1.3862943611198906,7.16703787691222
2142,魔力,4,1297,1.3862943611198906,7.167809184316444
455,嘅,4,1298,1.3862943611198906,7.168579897264035
3240,有时,4,1299,1.3862943611198906,7.1693500166706
1068,环境,4,1300,1.3862943611198906,7.170119543449628
6307,顶点,4,1301,1.3862943611198906,7.170888478512505
2078,送给,4,1302,1.3862943611198906,7.171656822768514
2082,致敬,4,1303,1.3862943611198906,7.172424577124845
5260,线索,4,1304,1.3862943611198906,7.1731917424865985
3382,放松,4,1305,1.3862943611198906,7.173958319756794
436,怪,4,1306,1.3862943611198906,7.174724309836376
3374,沉重,4,1307,1.3862943611198906,7.175489713624222
5541,口,4,1308,1.3862943611198906,7.176254532017144
1113,慢,4,1309,1.3862943611198906,7.1770187659099
2629,危险,4,1310,1.3862943611198906,7.177782416195197
972,吐,4,1311,1.3862943611198906,7.1785454837637
960,期望,4,1312,1.3862943611198906,7.179307969504034
2728,拒绝,4,1313,1.3862943611198906,7.180069874302796
2636,欢迎,4,1314,1.3862943611198906,7.1808311990445555
970,选,4,1315,1.3862943611198906,7.181591944611865
3358,抬起,4,1316,1.3862943611198906,7.182352111885263
3259,家人,4,1317,1.3862943611198906,7.183111701743281
4584,站上,4,1318,1.3862943611198906,7.183870715062453
1127,认识,4,1319,1.3862943611198906,7.1846291527173145
1070,出息,4,1320,1.3862943611198906,7.1853870155804165
4744,奖,4,1321,1.3862943611198906,7.186144304522325
4545,光芒,4,1322,1.3862943611198906,7.186901020411631
3415,如此,4,1323,1.3862943611198906,7.187657164114956
2122,内容,4,1324,1.3862943611198906,7.188412736496954
6106,挥霍,4,1325,1.3862943611198906,7.1891677384203225
6920,屌,4,1326,1.3862943611198906,7.189922170745808
405,平方,4,1327,1.3862943611198906,7.190676034332207
5255,制造,4,1328,1.3862943611198906,7.191429330036379
4556,尊严,4,1329,1.3862943611198906,7.192182058713246
3400,磨,4,1330,1.3862943611198906,7.1929342212158
976,晚上,4,1331,1.3862943611198906,7.193685818395112
344,身份,4,1332,1.3862943611198906,7.194436851100335
3392,妥协,4,1333,1.3862943611198906,7.195187320178709
1080,失去,4,1334,1.3862943611198906,7.195937226475569
3391,一切都是,4,1335,1.3862943611198906,7.19668657083435
1129,仁义,4,1336,1.3862943611198906,7.197435354096591
3299,朝天门,4,1337,1.3862943611198906,7.198183577101943
2729,懒惰,4,1338,1.3862943611198906,7.198931240688173
897,千万,4,1339,1.3862943611198906,7.199678345691172
3474,虽,4,1340,1.3862943611198906,7.200424892944957
3298,过瑰门,4,1341,1.3862943611198906,7.201170883281678
1027,一些,4,1342,1.3862943611198906,7.201916317531627
900,创作,4,1343,1.3862943611198906,7.202661196523238
3217,他人,4,1344,1.3862943611198906,7.203405521083095
3472,苦海,4,1345,1.3862943611198906,7.20414929203594
3479,天地间,4,1346,1.3862943611198906,7.204892510204673
3473,寻欢,4,1347,1.3862943611198906,7.205635176410364
1253,栏目,4,1348,1.3862943611198906,7.206377291472252
3292,场合,4,1349,1.3862943611198906,7.207118856207756
7569,美眉,4,1350,1.3862943611198906,7.2078598714324755
2815,带上,4,1351,1.3862943611198906,7.208600337960199
5206,悠闲,4,1352,1.3862943611198906,7.20934025660291
3476,无岸,4,1353,1.3862943611198906,7.210079628170788
2244,化作,4,1354,1.3862943611198906,7.21081845347222
1977,更好,4,1355,1.3862943611198906,7.2115567333138015
3294,城红岩,4,1356,1.3862943611198906,7.212294468500341
3293,虚,4,1357,1.3862943611198906,7.213031659834869
903,在家,4,1358,1.3862943611198906,7.213768308118642
468,只好,4,1359,1.3862943611198906,7.214504414151143
465,来说,4,1360,1.3862943611198906,7.215239978730097
887,却说,4,1361,1.3862943611198906,7.215975002651466
1028,马上,4,1362,1.3862943611198906,7.216709486709457
1976,卖,4,1363,1.3862943611198906,7.217443431696533
1975,发,4,1364,1.3862943611198906,7.218176838403408
3291,夹毛居,4,1365,1.3862943611198906,7.21890970761906
1995,撒,4,1366,1.3862943611198906,7.2196420401307355
1030,居然,4,1367,1.3862943611198906,7.220373836723949
484,打击,4,1368,1.3862943611198906,7.221105098182496
3467,摸,4,1369,1.3862943611198906,7.221835825288449
3468,天看,4,1370,1.3862943611198906,7.222566018822171
1012,情况,4,1371,1.3862943611198906,7.223295679562314
2674,穿越,4,1372,1.3862943611198906,7.22402480828583
3212,烟雾,4,1373,1.3862943611198906,7.224753405767971
2811,漂,4,1374,1.3862943611198906,7.2254814727822945
3295,魂,4,1375,1.3862943611198906,7.226209010100671
3225,答案,4,1376,1.3862943611198906,7.226936018493289
3288,头发,4,1377,1.3862943611198906,7.227662498728654
3296,丰都,4,1378,1.3862943611198906,7.228388451573604
3297,江边,4,1379,1.3862943611198906,7.229113877793302
3289,越短,4,1380,1.3862943611198906,7.22983877815125
1216,美,4,1381,1.3862943611198906,7.2305631534092925
